Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
DALRD3	ENSG00000178149.17	1	1	0	0	0	476	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DARS2	ENSG00000117593.12	1	1	0	0	0	267	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DAXX	ENSG00000204209.13	1	1	0	0	0	657	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DBR1	ENSG00000138231.13	1	1	0	0	0	172	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DBX2	ENSG00000185610.6	1	1	1	1	0	287	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCAF12	ENSG00000198876.13	1	1	0	0	0	336	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCAF13	ENSG00000164934.14	1	1	0	0	0	174	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCAF15	ENSG00000132017.10	1	1	0	0	0	161	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCAF4L1	ENSG00000182308.7	1	1	0	0	0	299	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCAF6	ENSG00000143164.15	1	1	0	0	0	120	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DCANP1	ENSG00000251380.3	1	1	1	1	0	194	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCBLD2	ENSG00000057019.16	1	1	0	0	0	749	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCDC2	ENSG00000146038.12	1	1	0	0	0	375	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCHS1	ENSG00000166341.8	1	1	0	0	0	642	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCLK3	ENSG00000163673.7	1	1	0	0	0	363	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCP1A	ENSG00000272886.6	1	1	0	0	0	404	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCST1	ENSG00000163357.11	1	1	1	1	0	59	Frame_Shift_Del	pindel;varscan2								0.0104166666666667	FALSE
DCT	ENSG00000080166.16	1	1	0	0	0	61	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCTD	ENSG00000129187.14	1	1	0	0	0	114	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCTN1	ENSG00000204843.12	1	1	0	0	0	331	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DCTN4	ENSG00000132912.13	1	1	0	0	0	381	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDAH2	ENSG00000213722.10	1	1	1	1	0	42	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDB1	ENSG00000167986.14	1	1	0	0	0	279	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDC	ENSG00000132437.18	1	1	0	0	0	319	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDOST	ENSG00000244038.11	1	1	0	0	0	73	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX11	ENSG00000013573.17	1	1	0	0	0	839	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX19A	ENSG00000168872.17	1	1	1	1	0	376	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX23	ENSG00000174243.10	1	1	0	0	0	459	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX24	ENSG00000089737.17	1	1	0	0	0	86	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX54	ENSG00000123064.13	1	1	0	0	0	131	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DDX56	ENSG00000136271.10	1	1	0	0	0	20	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DDX58	ENSG00000107201.10	1	1	1	1	0	794	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DEF8	ENSG00000140995.17	1	1	0	0	0	133	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DEFB125	ENSG00000178591.7	1	1	0	0	0	50	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DEFB136	ENSG00000205884.2	1	1	0	0	0	54	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
DEK	ENSG00000124795.17	1	1	0	0	0	186	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DENND10	ENSG00000119979.18	1	1	0	0	0	204	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DENND11	ENSG00000257093.7	1	1	0	0	0	259	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DENND1B	ENSG00000213047.13	1	1	0	0	0	507	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DENND2A	ENSG00000146966.13	1	1	1	1	0	511	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DENND5A	ENSG00000184014.8	1	1	0	0	0	1117	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DENND6A	ENSG00000174839.13	1	1	1	1	0	437	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DEPDC1	ENSG00000024526.17	1	1	0	0	0	600	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
DEPDC1B	ENSG00000035499.13	1	1	0	0	0	42	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DEPDC5	ENSG00000100150.20	1	1	0	0	0	767	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DEPDC7	ENSG00000121690.11	1	1	0	0	0	82	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DEPTOR	ENSG00000155792.10	1	1	0	0	0	188	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DERA	ENSG00000023697.13	1	1	0	0	0	27	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DFFB	ENSG00000169598.17	1	1	0	0	0	140	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DGAT2L6	ENSG00000184210.6	1	1	1	1	0	176	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DGCR8	ENSG00000128191.16	1	1	0	0	0	413	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DGKD	ENSG00000077044.11	1	1	1	1	0	446	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DHODH	ENSG00000102967.12	1	1	1	1	0	192	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
DHPS	ENSG00000095059.16	1	1	0	0	0	49	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DHRSX	ENSG00000169084.15	1	1	0	0	0	181	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DHTKD1	ENSG00000181192.12	1	1	0	0	0	174	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DHX15	ENSG00000109606.13	1	1	0	0	0	456	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DHX30	ENSG00000132153.15	1	1	0	0	0	765	In_Frame_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
DHX35	ENSG00000101452.15	1	1	1	1	0	1	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
DHX9	ENSG00000135829.17	1	1	0	0	0	394	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DIAPH1	ENSG00000131504.17	1	1	0	0	0	393	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DICER1	ENSG00000100697.15	1	1	0	0	0	1174	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DIO3	ENSG00000197406.7	1	1	0	0	0	51	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DIPK1B	ENSG00000165716.11	1	1	0	0	0	418	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DISP2	ENSG00000140323.6	1	1	0	0	0	1355	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
DISP3	ENSG00000204624.8	1	1	0	0	0	747	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DKK2	ENSG00000155011.9	1	1	0	0	0	142	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DKK4	ENSG00000104371.5	1	1	0	0	0	101	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLD	ENSG00000091140.14	1	1	0	0	0	317	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLEC1	ENSG00000008226.20	1	1	0	0	0	1641	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLG1	ENSG00000075711.21	1	1	0	0	0	340	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLG2	ENSG00000150672.17	1	1	0	0	0	97	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLG4	ENSG00000132535.21	1	1	0	0	0	562	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DLG5	ENSG00000151208.17	1	1	0	0	0	1504	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLGAP2	ENSG00000198010.13	1	1	0	0	0	946	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DLX4	ENSG00000108813.11	1	1	0	0	0	113	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DMRT2	ENSG00000173253.15	1	1	0	0	0	382	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNA2	ENSG00000138346.15	1	1	0	0	0	736	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAH1	ENSG00000114841.17	1	1	0	0	0	1743	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAI3	ENSG00000162643.13	1	1	0	0	0	252	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DNAJA3	ENSG00000103423.14	1	1	0	0	0	281	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DNAJC1	ENSG00000136770.11	1	1	0	0	0	245	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DNAJC11	ENSG00000007923.16	1	1	0	0	0	339	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAJC12	ENSG00000108176.15	1	1	0	0	0	117	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DNAJC17	ENSG00000104129.10	1	1	0	0	0	74	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAJC19	ENSG00000205981.8	1	1	1	1	0	43	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAJC2	ENSG00000105821.15	1	1	1	1	0	197	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
DNAJC24	ENSG00000170946.15	1	1	0	0	0	91	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNAJC28	ENSG00000177692.12	1	1	0	0	0	313	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNALI1	ENSG00000163879.11	1	1	0	0	0	95	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DNER	ENSG00000187957.8	1	1	0	0	0	479	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNHD1	ENSG00000179532.13	1	1	0	0	0	3819	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNM1	ENSG00000106976.21	1	1	0	0	0	468	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNMT1	ENSG00000130816.17	1	1	0	0	0	410	Splice_Region	muse;mutect2								0.0104166666666667	FALSE
DNMT3A	ENSG00000119772.17	1	1	0	0	0	177	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DNTTIP2	ENSG00000067334.14	1	1	0	0	0	609	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOC2A	ENSG00000149927.18	1	1	0	0	0	165	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOCK1	ENSG00000150760.13	1	1	0	0	0	711	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOCK11	ENSG00000147251.15	1	1	0	0	0	2071	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOCK3	ENSG00000088538.13	1	1	1	1	0	1852	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
DOCK5	ENSG00000147459.18	1	1	0	0	0	669	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOCK6	ENSG00000130158.14	1	1	0	0	0	429	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOK3	ENSG00000146094.15	1	1	0	0	0	72	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DONSON	ENSG00000159147.18	1	1	1	1	0	501	Frame_Shift_Del	mutect2;pindel								0.0104166666666667	FALSE
DOP1B	ENSG00000142197.12	1	1	0	0	0	805	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DOT1L	ENSG00000104885.18	1	1	0	0	0	538	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPCD	ENSG00000166171.13	1	1	0	0	0	24	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPEP3	ENSG00000141096.6	1	1	0	0	0	394	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DPF2	ENSG00000133884.10	1	1	0	0	0	209	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPH2	ENSG00000132768.14	1	1	0	0	0	32	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DPH5	ENSG00000117543.21	1	1	1	1	0	259	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
DPP7	ENSG00000176978.14	1	1	0	0	0	209	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPPA2	ENSG00000163530.4	1	1	0	0	0	125	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPPA4	ENSG00000121570.12	1	1	0	0	0	130	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPRX	ENSG00000204595.1	1	1	0	0	0	72	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPY19L3	ENSG00000178904.19	1	1	0	0	0	146	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DPYS	ENSG00000147647.13	1	1	0	0	0	226	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
DQX1	ENSG00000144045.14	1	1	0	0	0	696	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DRC1	ENSG00000157856.12	1	1	1	1	0	504	Splice_Site	muse;varscan2								0.0104166666666667	FALSE
DRD2	ENSG00000149295.14	1	1	0	0	0	331	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DRGX	ENSG00000165606.9	1	1	0	0	0	62	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DROSHA	ENSG00000113360.16	1	1	0	0	0	1073	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DSE	ENSG00000111817.19	1	1	0	0	0	188	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DSG2	ENSG00000046604.13	1	1	0	0	0	1107	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DSG3	ENSG00000134757.5	1	1	0	0	0	28	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DSG4	ENSG00000175065.12	1	1	0	0	0	926	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DSN1	ENSG00000149636.16	1	1	0	0	0	142	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DTL	ENSG00000143476.18	1	1	0	0	0	246	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DTNA	ENSG00000134769.21	1	1	0	0	0	3	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DTNB	ENSG00000138101.19	1	1	0	0	0	588	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DTX1	ENSG00000135144.7	1	1	0	0	0	569	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DTX3L	ENSG00000163840.10	1	1	0	0	0	660	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUOX2	ENSG00000140279.13	1	1	0	0	0	584	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
DUS2	ENSG00000167264.18	1	1	0	0	0	93	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUS3L	ENSG00000141994.16	1	1	0	0	0	362	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUS4L	ENSG00000105865.11	1	1	0	0	0	261	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
DUS4L-BCAP29	ENSG00000288558.2	1	1	0	0	0	516	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUSP26	ENSG00000133878.9	1	1	1	1	0	186	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUSP29	ENSG00000188716.5	1	1	0	0	0	94	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DUXA	ENSG00000258873.3	1	1	0	0	0	76	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
DVL3	ENSG00000161202.20	1	1	0	0	0	83	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DYNC1H1	ENSG00000197102.12	1	1	0	0	0	1008	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DYNC1I1	ENSG00000158560.14	1	1	1	1	0	122	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
DYNC1I2	ENSG00000077380.16	1	1	0	0	0	377	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DYRK1B	ENSG00000105204.14	1	1	0	0	0	166	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
DZIP3	ENSG00000198919.13	1	1	0	0	0	412	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
E2F1	ENSG00000101412.13	1	1	0	0	0	391	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
E2F3	ENSG00000112242.15	1	1	0	0	0	397	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
E2F5	ENSG00000133740.11	1	1	0	0	0	175	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
E2F6	ENSG00000169016.17	1	1	0	0	0	159	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
E2F8	ENSG00000129173.13	1	1	0	0	0	757	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ECE1	ENSG00000117298.16	1	1	0	0	0	311	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ECI1	ENSG00000167969.13	1	1	0	0	0	191	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ECPAS	ENSG00000136813.14	1	1	0	0	0	1798	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ECRG4	ENSG00000119147.10	1	1	0	0	0	61	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ECSIT	ENSG00000130159.14	1	1	0	0	0	427	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EDC3	ENSG00000179151.13	1	1	0	0	0	469	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
EDC4	ENSG00000038358.15	1	1	0	0	0	726	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EDEM1	ENSG00000134109.11	1	1	0	0	0	217	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EDEM2	ENSG00000088298.13	1	1	1	1	0	235	Splice_Site	muse;mutect2;varscan2								0.0104166666666667	FALSE
EEA1	ENSG00000102189.17	1	1	0	0	0	1402	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EEF1G	ENSG00000254772.10	1	1	0	0	0	341	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EEFSEC	ENSG00000132394.11	1	1	0	0	0	285	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFCAB1	ENSG00000034239.11	1	1	0	0	0	39	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFCAB3	ENSG00000172421.10	1	1	0	0	0	249	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFCAB6	ENSG00000186976.15	1	1	0	0	0	9	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFHC2	ENSG00000183690.13	1	1	0	0	0	330	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFNA1	ENSG00000169242.12	1	1	0	0	0	11	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFNB2	ENSG00000125266.8	1	1	0	0	0	21	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFR3A	ENSG00000132294.15	1	1	0	0	0	370	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EFTUD2	ENSG00000108883.13	1	1	0	0	0	771	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EGF	ENSG00000138798.13	1	1	0	0	0	701	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EGFL6	ENSG00000198759.12	1	1	0	0	0	158	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
EGFLAM	ENSG00000164318.18	1	1	0	0	0	784	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EHD3	ENSG00000013016.16	1	1	0	0	0	184	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EID2	ENSG00000176396.11	1	1	0	0	0	178	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF1AY	ENSG00000198692.10	1	1	0	0	0	115	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF2AK1	ENSG00000086232.13	1	1	1	1	0	573	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
EIF2S3	ENSG00000130741.11	1	1	0	0	0	65	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF3A	ENSG00000107581.13	1	1	0	0	0	1309	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF3G	ENSG00000130811.12	1	1	0	0	0	317	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF3J	ENSG00000104131.13	1	1	0	0	0	94	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF3K	ENSG00000178982.10	1	1	0	0	0	148	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF4A2	ENSG00000156976.17	1	1	0	0	0	407	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF4A3	ENSG00000141543.12	1	1	0	0	0	77	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF4H	ENSG00000106682.15	1	1	0	0	0	9	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIF6	ENSG00000242372.9	1	1	0	0	0	102	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EIPR1	ENSG00000032389.13	1	1	0	0	0	330	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELAVL3	ENSG00000196361.10	1	1	1	1	0	16	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
ELAVL4	ENSG00000162374.18	1	1	0	0	0	66	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ELF2	ENSG00000109381.20	1	1	0	0	0	379	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELK3	ENSG00000111145.8	1	1	0	0	0	170	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELN	ENSG00000049540.18	1	1	1	1	0	472	Splice_Site	muse;mutect2								0.0104166666666667	FALSE
ELOA2	ENSG00000206181.6	1	1	0	0	0	130	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELOVL1	ENSG00000066322.15	1	1	0	0	0	87	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELOVL5	ENSG00000012660.14	1	1	0	0	0	119	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ELOVL6	ENSG00000170522.10	1	1	0	0	0	186	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELOVL7	ENSG00000164181.14	1	1	1	1	0	203	Nonsense_Mutation	muse;mutect2								0.0104166666666667	FALSE
ELP4	ENSG00000109911.19	1	1	0	0	0	165	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELP5	ENSG00000170291.15	1	1	0	0	0	39	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ELP6	ENSG00000163832.16	1	1	0	0	0	94	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EMB	ENSG00000170571.12	1	1	0	0	0	12	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EMC3	ENSG00000125037.12	1	1	1	1	0	130	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
EMILIN2	ENSG00000132205.11	1	1	0	0	0	598	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EMILIN3	ENSG00000183798.5	1	1	0	0	0	580	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
EML2	ENSG00000125746.18	1	1	0	0	0	241	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EMP1	ENSG00000134531.10	1	1	1	1	0	1	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
EMSY	ENSG00000158636.16	1	1	0	0	0	1119	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
EN1	ENSG00000163064.7	1	1	0	0	0	319	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENAM	ENSG00000132464.13	1	1	0	0	0	457	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENC1	ENSG00000171617.14	1	1	0	0	0	418	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENGASE	ENSG00000167280.17	1	1	0	0	0	673	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENO1	ENSG00000074800.16	1	1	0	0	0	85	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENOX2	ENSG00000165675.16	1	1	0	0	0	219	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ENPEP	ENSG00000138792.10	1	1	0	0	0	54	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
